run_key,experiment,case_id,scenario_group,explicitness,condition,planner_name,repeat_index,success,error,memory_retrieval_precision,memory_retrieval_recall,preference_match,task_coverage,executable_plan,skill_chain_correct,conflict_selection_correct,latency_ms,model,system_fingerprint,prompt_hash,response_id,prompt_tokens,completion_tokens
learning-02-item_only:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-02-item_only,learning,item_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12850000000003137,,,,,0,0
learning-02-implicit:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-02-implicit,learning,implicit,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13062500000005084,,,,,0,0
learning-03-full:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-03-full,learning,full,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12416600000003664,,,,,0,0
learning-03-style_only:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-03-style_only,learning,style_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12462499999998933,,,,,0,0
learning-03-item_only:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-03-item_only,learning,item_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13199999999996548,,,,,0,0
learning-03-implicit:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-03-implicit,learning,implicit,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.16025000000002843,,,,,0,0
learning-04-full:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-04-full,learning,full,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.15608299999997355,,,,,0,0
learning-04-style_only:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-04-style_only,learning,style_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.15020900000001225,,,,,0,0
learning-04-item_only:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-04-item_only,learning,item_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13783400000000334,,,,,0,0
learning-04-implicit:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-04-implicit,learning,implicit,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13216699999996084,,,,,0,0
learning-05-full:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-05-full,learning,full,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13733399999998896,,,,,0,0
learning-05-style_only:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-05-style_only,learning,style_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1422919999999328,,,,,0,0
learning-05-item_only:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-05-item_only,learning,item_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14358299999994717,,,,,0,0
learning-05-implicit:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-05-implicit,learning,implicit,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1471669999999481,,,,,0,0
learning-06-full:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-06-full,learning,full,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1299169999999794,,,,,0,0
learning-06-style_only:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-06-style_only,learning,style_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13691699999995866,,,,,0,0
learning-06-item_only:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-06-item_only,learning,item_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13804100000003316,,,,,0,0
learning-06-implicit:robustness:conflict_low_confidence:layered_memory:0,robustness,learning-06-implicit,learning,implicit,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13691699999995866,,,,,0,0
family_education-01-full:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-01-full,family_education,full,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1350409999999469,,,,,0,0
family_education-01-style_only:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-01-style_only,family_education,style_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14333300000002325,,,,,0,0
family_education-01-item_only:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-01-item_only,family_education,item_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1387500000000763,,,,,0,0
family_education-01-implicit:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-01-implicit,family_education,implicit,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12808399999997278,,,,,0,0
family_education-02-full:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-02-full,family_education,full,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12654199999995175,,,,,0,0
family_education-02-style_only:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-02-style_only,family_education,style_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12737499999992963,,,,,0,0
family_education-02-item_only:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-02-item_only,family_education,item_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1263330000000895,,,,,0,0
family_education-02-implicit:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-02-implicit,family_education,implicit,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12654199999995175,,,,,0,0
family_education-03-full:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-03-full,family_education,full,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12729100000008486,,,,,0,0
family_education-03-style_only:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-03-style_only,family_education,style_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12662499999993582,,,,,0,0
family_education-03-item_only:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-03-item_only,family_education,item_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1278329999999661,,,,,0,0
family_education-03-implicit:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-03-implicit,family_education,implicit,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12770900000003138,,,,,0,0
family_education-04-full:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-04-full,family_education,full,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12562500000001808,,,,,0,0
family_education-04-style_only:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-04-style_only,family_education,style_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1282910000000026,,,,,0,0
family_education-04-item_only:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-04-item_only,family_education,item_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1267499999999533,,,,,0,0
family_education-04-implicit:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-04-implicit,family_education,implicit,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12866600000005501,,,,,0,0
family_education-05-full:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-05-full,family_education,full,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14941700000004055,,,,,0,0
family_education-05-style_only:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-05-style_only,family_education,style_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1795840000000659,,,,,0,0
family_education-05-item_only:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-05-item_only,family_education,item_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.15966599999994724,,,,,0,0
family_education-05-implicit:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-05-implicit,family_education,implicit,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13795799999993807,,,,,0,0
family_education-06-full:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-06-full,family_education,full,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1379580000000491,,,,,0,0
family_education-06-style_only:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-06-style_only,family_education,style_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13920800000000177,,,,,0,0
family_education-06-item_only:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-06-item_only,family_education,item_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14304200000003764,,,,,0,0
family_education-06-implicit:robustness:conflict_low_confidence:layered_memory:0,robustness,family_education-06-implicit,family_education,implicit,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14016699999996884,,,,,0,0
home_service-01-full:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-01-full,home_service,full,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13783400000000334,,,,,0,0
home_service-01-style_only:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-01-style_only,home_service,style_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13745899999995093,,,,,0,0
home_service-01-item_only:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-01-item_only,home_service,item_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13416700000001835,,,,,0,0
home_service-01-implicit:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-01-implicit,home_service,implicit,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13395900000001681,,,,,0,0
home_service-02-full:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-02-full,home_service,full,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.15291699999997466,,,,,0,0
home_service-02-style_only:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-02-style_only,home_service,style_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1398329999999781,,,,,0,0
home_service-02-item_only:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-02-item_only,home_service,item_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14366700000001398,,,,,0,0
home_service-02-implicit:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-02-implicit,home_service,implicit,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13766699999995247,,,,,0,0
home_service-03-full:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-03-full,home_service,full,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13645799999995045,,,,,0,0
home_service-03-style_only:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-03-style_only,home_service,style_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14579100000000622,,,,,0,0
home_service-03-item_only:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-03-item_only,home_service,item_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.17337500000003114,,,,,0,0
home_service-03-implicit:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-03-implicit,home_service,implicit,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14462500000000933,,,,,0,0
home_service-04-full:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-04-full,home_service,full,conflict_low_confidence,layered_memory,0,True,,0.6,1.0,True,True,True,True,True,0.15458300000004144,,,,,0,0
home_service-04-style_only:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-04-style_only,home_service,style_only,conflict_low_confidence,layered_memory,0,True,,0.6,1.0,True,True,True,True,True,0.14574999999994454,,,,,0,0
home_service-04-item_only:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-04-item_only,home_service,item_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1435830000000582,,,,,0,0
home_service-04-implicit:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-04-implicit,home_service,implicit,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13262499999999733,,,,,0,0
home_service-05-full:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-05-full,home_service,full,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14216699999991533,,,,,0,0
home_service-05-style_only:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-05-style_only,home_service,style_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13741700000002854,,,,,0,0
home_service-05-item_only:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-05-item_only,home_service,item_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1651249999999882,,,,,0,0
home_service-05-implicit:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-05-implicit,home_service,implicit,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.15604199999996737,,,,,0,0
home_service-06-full:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-06-full,home_service,full,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.16179100000002222,,,,,0,0
home_service-06-style_only:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-06-style_only,home_service,style_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13483299999994536,,,,,0,0
home_service-06-item_only:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-06-item_only,home_service,item_only,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13850000000004137,,,,,0,0
home_service-06-implicit:robustness:conflict_low_confidence:layered_memory:0,robustness,home_service-06-implicit,home_service,implicit,conflict_low_confidence,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13854200000007477,,,,,0,0
learning-01-full:robustness:stale_low_importance:layered_memory:0,robustness,learning-01-full,learning,full,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1294579999999712,,,,,0,0
learning-01-style_only:robustness:stale_low_importance:layered_memory:0,robustness,learning-01-style_only,learning,style_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13950000000007012,,,,,0,0
learning-01-item_only:robustness:stale_low_importance:layered_memory:0,robustness,learning-01-item_only,learning,item_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.128000000000017,,,,,0,0
learning-01-implicit:robustness:stale_low_importance:layered_memory:0,robustness,learning-01-implicit,learning,implicit,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12933400000003648,,,,,0,0
learning-02-full:robustness:stale_low_importance:layered_memory:0,robustness,learning-02-full,learning,full,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13083399999991308,,,,,0,0
learning-02-style_only:robustness:stale_low_importance:layered_memory:0,robustness,learning-02-style_only,learning,style_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1254579999999672,,,,,0,0
learning-02-item_only:robustness:stale_low_importance:layered_memory:0,robustness,learning-02-item_only,learning,item_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13008399999991926,,,,,0,0
learning-02-implicit:robustness:stale_low_importance:layered_memory:0,robustness,learning-02-implicit,learning,implicit,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12858299999995992,,,,,0,0
learning-03-full:robustness:stale_low_importance:layered_memory:0,robustness,learning-03-full,learning,full,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1251669999999816,,,,,0,0
learning-03-style_only:robustness:stale_low_importance:layered_memory:0,robustness,learning-03-style_only,learning,style_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12595799999992607,,,,,0,0
learning-03-item_only:robustness:stale_low_importance:layered_memory:0,robustness,learning-03-item_only,learning,item_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12699999999998823,,,,,0,0
learning-03-implicit:robustness:stale_low_importance:layered_memory:0,robustness,learning-03-implicit,learning,implicit,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12662500000004684,,,,,0,0
learning-04-full:robustness:stale_low_importance:layered_memory:0,robustness,learning-04-full,learning,full,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12270899999999862,,,,,0,0
learning-04-style_only:robustness:stale_low_importance:layered_memory:0,robustness,learning-04-style_only,learning,style_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1251249999999482,,,,,0,0
learning-04-item_only:robustness:stale_low_importance:layered_memory:0,robustness,learning-04-item_only,learning,item_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1263329999999785,,,,,0,0
learning-04-implicit:robustness:stale_low_importance:layered_memory:0,robustness,learning-04-implicit,learning,implicit,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12854100000003754,,,,,0,0
learning-05-full:robustness:stale_low_importance:layered_memory:0,robustness,learning-05-full,learning,full,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1271670000000391,,,,,0,0
learning-05-style_only:robustness:stale_low_importance:layered_memory:0,robustness,learning-05-style_only,learning,style_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12608300000005457,,,,,0,0
learning-05-item_only:robustness:stale_low_importance:layered_memory:0,robustness,learning-05-item_only,learning,item_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.19733300000002174,,,,,0,0
learning-05-implicit:robustness:stale_low_importance:layered_memory:0,robustness,learning-05-implicit,learning,implicit,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.23929199999994655,,,,,0,0
learning-06-full:robustness:stale_low_importance:layered_memory:0,robustness,learning-06-full,learning,full,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.15929100000000584,,,,,0,0
learning-06-style_only:robustness:stale_low_importance:layered_memory:0,robustness,learning-06-style_only,learning,style_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.42424999999990387,,,,,0,0
learning-06-item_only:robustness:stale_low_importance:layered_memory:0,robustness,learning-06-item_only,learning,item_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.30058399999999263,,,,,0,0
learning-06-implicit:robustness:stale_low_importance:layered_memory:0,robustness,learning-06-implicit,learning,implicit,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.19570899999998836,,,,,0,0
family_education-01-full:robustness:stale_low_importance:layered_memory:0,robustness,family_education-01-full,family_education,full,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.22970799999999514,,,,,0,0
family_education-01-style_only:robustness:stale_low_importance:layered_memory:0,robustness,family_education-01-style_only,family_education,style_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.18874999999995978,,,,,0,0
family_education-01-item_only:robustness:stale_low_importance:layered_memory:0,robustness,family_education-01-item_only,family_education,item_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14570800000002215,,,,,0,0
family_education-01-implicit:robustness:stale_low_importance:layered_memory:0,robustness,family_education-01-implicit,family_education,implicit,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14124999999998167,,,,,0,0
family_education-02-full:robustness:stale_low_importance:layered_memory:0,robustness,family_education-02-full,family_education,full,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1404170000000038,,,,,0,0
family_education-02-style_only:robustness:stale_low_importance:layered_memory:0,robustness,family_education-02-style_only,family_education,style_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14537500000000314,,,,,0,0
family_education-02-item_only:robustness:stale_low_importance:layered_memory:0,robustness,family_education-02-item_only,family_education,item_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.15679199999996118,,,,,0,0
family_education-02-implicit:robustness:stale_low_importance:layered_memory:0,robustness,family_education-02-implicit,family_education,implicit,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13070900000000663,,,,,0,0
family_education-03-full:robustness:stale_low_importance:layered_memory:0,robustness,family_education-03-full,family_education,full,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1531670000000096,,,,,0,0
family_education-03-style_only:robustness:stale_low_importance:layered_memory:0,robustness,family_education-03-style_only,family_education,style_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14016700000007987,,,,,0,0
family_education-03-item_only:robustness:stale_low_importance:layered_memory:0,robustness,family_education-03-item_only,family_education,item_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13508399999995202,,,,,0,0
family_education-03-implicit:robustness:stale_low_importance:layered_memory:0,robustness,family_education-03-implicit,family_education,implicit,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12941700000002054,,,,,0,0
family_education-04-full:robustness:stale_low_importance:layered_memory:0,robustness,family_education-04-full,family_education,full,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.17087500000001477,,,,,0,0
family_education-04-style_only:robustness:stale_low_importance:layered_memory:0,robustness,family_education-04-style_only,family_education,style_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13783300000003162,,,,,0,0
family_education-04-item_only:robustness:stale_low_importance:layered_memory:0,robustness,family_education-04-item_only,family_education,item_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.15045799999990894,,,,,0,0
family_education-04-implicit:robustness:stale_low_importance:layered_memory:0,robustness,family_education-04-implicit,family_education,implicit,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1547499999999813,,,,,0,0
family_education-05-full:robustness:stale_low_importance:layered_memory:0,robustness,family_education-05-full,family_education,full,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1590830000000043,,,,,0,0
family_education-05-style_only:robustness:stale_low_importance:layered_memory:0,robustness,family_education-05-style_only,family_education,style_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14466700000004273,,,,,0,0
family_education-05-item_only:robustness:stale_low_importance:layered_memory:0,robustness,family_education-05-item_only,family_education,item_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13762500000003008,,,,,0,0
family_education-05-implicit:robustness:stale_low_importance:layered_memory:0,robustness,family_education-05-implicit,family_education,implicit,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1305829999999064,,,,,0,0
family_education-06-full:robustness:stale_low_importance:layered_memory:0,robustness,family_education-06-full,family_education,full,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14483300000001087,,,,,0,0
family_education-06-style_only:robustness:stale_low_importance:layered_memory:0,robustness,family_education-06-style_only,family_education,style_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13404200000000088,,,,,0,0
family_education-06-item_only:robustness:stale_low_importance:layered_memory:0,robustness,family_education-06-item_only,family_education,item_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.2017909999999512,,,,,0,0
family_education-06-implicit:robustness:stale_low_importance:layered_memory:0,robustness,family_education-06-implicit,family_education,implicit,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1291669999999856,,,,,0,0
home_service-01-full:robustness:stale_low_importance:layered_memory:0,robustness,home_service-01-full,home_service,full,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14891699999997066,,,,,0,0
home_service-01-style_only:robustness:stale_low_importance:layered_memory:0,robustness,home_service-01-style_only,home_service,style_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13716600000002188,,,,,0,0
home_service-01-item_only:robustness:stale_low_importance:layered_memory:0,robustness,home_service-01-item_only,home_service,item_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1919169999999859,,,,,0,0
home_service-01-implicit:robustness:stale_low_importance:layered_memory:0,robustness,home_service-01-implicit,home_service,implicit,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.17604199999998738,,,,,0,0
home_service-02-full:robustness:stale_low_importance:layered_memory:0,robustness,home_service-02-full,home_service,full,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1622909999999811,,,,,0,0
home_service-02-style_only:robustness:stale_low_importance:layered_memory:0,robustness,home_service-02-style_only,home_service,style_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1503330000000025,,,,,0,0
home_service-02-item_only:robustness:stale_low_importance:layered_memory:0,robustness,home_service-02-item_only,home_service,item_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1427920000000027,,,,,0,0
home_service-02-implicit:robustness:stale_low_importance:layered_memory:0,robustness,home_service-02-implicit,home_service,implicit,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13774999999993653,,,,,0,0
home_service-03-full:robustness:stale_low_importance:layered_memory:0,robustness,home_service-03-full,home_service,full,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14604200000001288,,,,,0,0
home_service-03-style_only:robustness:stale_low_importance:layered_memory:0,robustness,home_service-03-style_only,home_service,style_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1499169999999994,,,,,0,0
home_service-03-item_only:robustness:stale_low_importance:layered_memory:0,robustness,home_service-03-item_only,home_service,item_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14816600000000513,,,,,0,0
home_service-03-implicit:robustness:stale_low_importance:layered_memory:0,robustness,home_service-03-implicit,home_service,implicit,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.14304200000003764,,,,,0,0
home_service-04-full:robustness:stale_low_importance:layered_memory:0,robustness,home_service-04-full,home_service,full,stale_low_importance,layered_memory,0,True,,0.6,1.0,True,True,True,True,True,0.14737500000006065,,,,,0,0
home_service-04-style_only:robustness:stale_low_importance:layered_memory:0,robustness,home_service-04-style_only,home_service,style_only,stale_low_importance,layered_memory,0,True,,0.6,1.0,True,True,True,True,True,0.14841600000004007,,,,,0,0
home_service-04-item_only:robustness:stale_low_importance:layered_memory:0,robustness,home_service-04-item_only,home_service,item_only,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13937499999994163,,,,,0,0
home_service-04-implicit:robustness:stale_low_importance:layered_memory:0,robustness,home_service-04-implicit,home_service,implicit,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1380000000000825,,,,,0,0
home_service-05-full:robustness:stale_low_importance:layered_memory:0,robustness,home_service-05-full,home_service,full,stale_low_importance,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.16895799999994132,,,,,0,0
